"title","url"
"Alltid no' godt fra Bergen: Chocolate Overdose","https://tv.nrk.no/program/FKUN75002893"
"Alltid, alltid må skuta gå","https://tv.nrk.no/program/FMRD01000285"
"Alpint - NM","https://tv.nrk.no/serie/alpint-nm"
"Alpint sommerrenn for jenter og gutter","https://tv.nrk.no/program/FBUA03003969"
"Alt det du kan, kan jeg gjøre bedre -","https://tv.nrk.no/program/FUHA02009985"
"Alt for dyra","https://tv.nrk.no/serie/alt-for-dyra"
"Alt som før?","https://tv.nrk.no/program/FBUA07006478"
"Alt var bedre før","https://tv.nrk.no/serie/alt-var-bedre-foer"
"Alta-saken – et spill i makt og avmakt","https://tv.nrk.no/serie/alta-saken-et-spill-i-makt-og-avmakt"
"Alternativ 2","https://tv.nrk.no/serie/alternativ-2"
"Alternativt jordbruk","https://tv.nrk.no/program/FREP44000673"
"Aluminium","https://tv.nrk.no/serie/aluminium"
"Alvdal - St. Petersburg, tur - retur","https://tv.nrk.no/program/DHEF03000195"
"Alvorlig talt","https://tv.nrk.no/serie/alvorlig-talt"
"Amalie og Mathea","https://tv.nrk.no/serie/amalie-og-mathea"
"Amalies jul","https://tv.nrk.no/serie/amalies-jul"
"Amandaprisen","https://tv.nrk.no/serie/amanda"
"Amandus","https://tv.nrk.no/serie/amandus"
"Amandus-prisen","https://tv.nrk.no/program/FBUA80004288"
"Amazonas er vårt","https://tv.nrk.no/program/FOLA00008679"
"Ambassadører for norsk språk og kultur i USA","https://tv.nrk.no/program/FUHA00007877"
"Ambatofinandrahana","https://tv.nrk.no/program/FOLA67004267"
"Amerika utenfor allfarveg","https://tv.nrk.no/serie/amerika-utenfor-allfarveg"
"Amerikafeber","https://tv.nrk.no/program/FSFJ00000289"
"Amerikansk gjest - Jeannette Haien","https://tv.nrk.no/program/FTEM00001067"
"Amerikansk gospel","https://tv.nrk.no/program/FUHA01006875"
"Amerikansk gospelsanger i Bergen","https://tv.nrk.no/program/FOLA01003679"
"Amerika-reportasje","https://tv.nrk.no/serie/amerika-reportasje"
"Amerikas urbefolkning","https://tv.nrk.no/serie/amerikas-urbefolkning"
"Amerikaturen","https://tv.nrk.no/program/FUHA07003386"
"Amigo","https://tv.nrk.no/serie/amigo"
"Amigo Grande","https://tv.nrk.no/serie/amigo-grande"
"Andantino","https://tv.nrk.no/serie/andantino"
"Anders Sørensen og bygdemusikken","https://tv.nrk.no/program/FUHA00008869"
"Anders Underdal","https://tv.nrk.no/program/FOLA05007073"
"Andre Brink - en forfatter fra Sør-Afrika","https://tv.nrk.no/program/FOLA03008584"
"Andre Brink: Om litteratur, kjærlighet og rasehat","https://tv.nrk.no/program/FKUR32001191"
"Andre juledagsgudstjeneste fra Trondheim døvekirke","https://tv.nrk.no/program/DMPF71009516"
"Andre sats, stykke for danser","https://tv.nrk.no/program/FTRO00002281"
"Andreas Diesens portretter","https://tv.nrk.no/serie/andreas-diesen-portretter"
"Andrej Voznesenskij - Sovjetisk poet","https://tv.nrk.no/program/FOLA04000286"
"Andres liv - og vårt","https://tv.nrk.no/serie/andres-liv-og-vaart"
"Androkles og løven","https://tv.nrk.no/program/FBUA00002772"
"Ane Brun: Sonnet 138","https://tv.nrk.no/program/MKMF19000016"
"Anes eventyr","https://tv.nrk.no/program/FBUA63003063"
"Anheng","https://tv.nrk.no/program/FREP01000971"
"Anita Thallaug synger julesanger","https://tv.nrk.no/program/FTRO00005384"
"Anna på Haugsetvollen","https://tv.nrk.no/program/FOLA01004771"
"Annapolis messingkvintett","https://tv.nrk.no/program/FMUS00006775"
"Anne","https://tv.nrk.no/serie/anne"
"Anne Brown - sanger","https://tv.nrk.no/program/FOLA02006885"
"Anne Grete - sjømannsprest i London","https://tv.nrk.no/program/FROG00000687"
"Anne Grete Preus - Live","https://tv.nrk.no/program/FKUN54000394"
"Anne-Marie Giørtz Kvintett","https://tv.nrk.no/program/FMUS00002084"
"Annemarta på Knatten","https://tv.nrk.no/program/FUHA02009778"
"Annen søndag i mars - Holmenkollsøndagen 1977","https://tv.nrk.no/program/FOLA02004278"
"Annet system, samme sol","https://tv.nrk.no/program/FREP68002068"
"Annicken+Morten=sant","https://tv.nrk.no/program/DKTT60003016"
"Anno","https://tv.nrk.no/serie/anno"
"Anno 34","https://tv.nrk.no/serie/anno-34"
"Ansikt i mengden","https://tv.nrk.no/program/FNYH70001587"
"Ansur","https://tv.nrk.no/serie/ansur"
"Antarktis - en atomfri sone","https://tv.nrk.no/program/FREP47004286"
"Ante","https://tv.nrk.no/serie/ante"
"Antenne Ti","https://tv.nrk.no/serie/antenne-ti"
"Antennetimen","https://tv.nrk.no/serie/antennetimen"
"Antikviteter og snurrepiperier","https://tv.nrk.no/serie/antikviteter-og-snurrepiperier"
"Anti-terror","https://tv.nrk.no/program/FREP44006279"
"Antonsen på fyret","https://tv.nrk.no/program/FHLD00001691"
"Antrekk kjole og hvitt","https://tv.nrk.no/serie/antrekk-kjole-og-hvitt"
"Aprilspøk","https://tv.nrk.no/program/FUHA01003383"
"Apropos","https://tv.nrk.no/serie/apropos"
"Apropos (1972)","https://tv.nrk.no/serie/apropos-1972"
"Apropos bøker","https://tv.nrk.no/serie/apropos-boeker"
"Apropos dans som kunstform...","https://tv.nrk.no/program/FMUS12002478"
"Apropos valg...","https://tv.nrk.no/serie/apropos-valg"
"Arbeid og medbestemmelse","https://tv.nrk.no/program/FOLA05001873"
"Arbeiderpartiet og kristendommen","https://tv.nrk.no/program/FOLA05009474"
"Arbeiderpartiets Landsmøte","https://tv.nrk.no/serie/arbeiderpartiets-landsmoete"
"Arbeidersolidaritet - floskel eller realitet?","https://tv.nrk.no/program/FOLA00006669"
"Arbeidervern","https://tv.nrk.no/serie/arbeidervern"
"Arbeidsløses forening","https://tv.nrk.no/serie/arbeidsloeses-forening"
"Arbeidsplass Nordsjøen","https://tv.nrk.no/serie/arbeidsplass-nordsjoeen"
"Arbeidsplassen","https://tv.nrk.no/serie/arbeidsplassen"
"Arbeidsplasser i fare","https://tv.nrk.no/serie/arbeidsplasser-i-fare"
"Arbeidssanger og viser fra seilskutetiden","https://tv.nrk.no/program/FREP45002578"
"Arbeidssted: New York havn","https://tv.nrk.no/program/FOLA66006766"
"Arbesdaer","https://tv.nrk.no/program/FHED07000093"
"Arctic Sea Kayak Race","https://tv.nrk.no/program/FNOR10000692"
"Árdna - TV","https://tv.nrk.no/serie/ardna-tv"
"Are og Odin - Individtour","https://tv.nrk.no/serie/are-og-odin-individtour"
"Ares ønske","https://tv.nrk.no/program/MDSP14000214"
"Argentina '77","https://tv.nrk.no/program/FNYH70005077"
"Ari Behns bisettelse","https://tv.nrk.no/program/NNFA12010320"
"Ari og kunsten","https://tv.nrk.no/program/MDNY16850020"
"Arif og Unge Ferrari med Stavanger Symfoniorkester","https://tv.nrk.no/program/MYNR46000018"
"Arild og den usynlige byen","https://tv.nrk.no/serie/arild-og-den-usynlige-byen"
"Arja fra Norden","https://tv.nrk.no/program/FUHA02001087"
"Arkeologene","https://tv.nrk.no/serie/arkeologene"
"Arkitektens hjem","https://tv.nrk.no/serie/arkitektens-hjem"
"Arkitektur i Norden","https://tv.nrk.no/serie/arkitektur-i-norden"
"Arkiv - Forbrukeraktuelt","https://tv.nrk.no/serie/forbrukeraktuelt"
"Arkiv - Forbrukermagasinet","https://tv.nrk.no/serie/forbrukermagasinet"
"Arktis","https://tv.nrk.no/serie/arktis"
"Arktisk biologi","https://tv.nrk.no/program/FREP46003084"
"Arktisk krig","https://tv.nrk.no/program/FREP41006775"
"Arnar og Mia","https://tv.nrk.no/program/MDDP12000818"
"Arne Dørumsgaard: adresse Italia","https://tv.nrk.no/program/FMUS00004882"
"Arne Garborg - diktar og debattant","https://tv.nrk.no/serie/arne-garborg-diktar-og-debattant"
"Arne Moslåtten - skreppekar i musikk","https://tv.nrk.no/program/FBUS00000194"
"Arne Nordheim","https://tv.nrk.no/program/FMUS00008773"
"Arnulf Øverland på besøk i studio","https://tv.nrk.no/program/FOLA04002585"
"Aroma fra Fakarava","https://tv.nrk.no/program/FBUA01007285"
"Arquebus kallar","https://tv.nrk.no/program/FOLA00000067"
"Arransikt og stjernefolket","https://tv.nrk.no/program/FUVI10000191"
"Arthur Berby","https://tv.nrk.no/program/FOLA01007573"
"Artic guitar trio","https://tv.nrk.no/program/FNOR01000991"
"Artighet varer lengst","https://tv.nrk.no/program/MUHU25100023"
"Artilleriet - hva gjør det?","https://tv.nrk.no/program/FREP47000086"
"Artister utenfor allfarvei","https://tv.nrk.no/program/FUHA06009686"
"Artistportrettet","https://tv.nrk.no/serie/artistportrettet"
"Arv","https://tv.nrk.no/serie/arv"
"Arve Opsahl så klart","https://tv.nrk.no/program/FKUN30000894"
"Arve Tellefsen","https://tv.nrk.no/program/FOLA03000668"
"Arve Tellefsen spiller ""Chaconne"" av Johann Sebastian Bach","https://tv.nrk.no/program/FTEM00008868"
"Arveanlegg og arvelighetslære","https://tv.nrk.no/serie/arveanlegg-og-arvelighetslaere"
"Arven","https://tv.nrk.no/program/FOLA64008264"
"Arven etter Alexander","https://tv.nrk.no/program/DVFO10000218"
"Arven fra vidda","https://tv.nrk.no/program/DMPP21400020"
"Arven i grenselandet","https://tv.nrk.no/program/FFMR00000389"
"Arveoppgjøret","https://tv.nrk.no/serie/arveoppgjoeret"
"Arvestoff lagret ved 196 kuldegrader","https://tv.nrk.no/program/FOLA00008274"
"Askeladden i Ølen","https://tv.nrk.no/program/FHLD48000094"
"Askepott","https://tv.nrk.no/program/FBUA00005378"
"Askepott - jeg, nei!","https://tv.nrk.no/program/DBUF00002595"
"Askepott og Lillemus-Mei","https://tv.nrk.no/serie/askepott-og-lillemus-mei"
"Askim - gummibyen som ikke gav opp","https://tv.nrk.no/program/F%C3%98ST70001093"
"Astma - en plagsom lidelse både for barn og voksne","https://tv.nrk.no/program/FOLA03002274"
"Astma - også en folkesykdom","https://tv.nrk.no/serie/astma-ogsaa-en-folkesykdom"
"Astronomi","https://tv.nrk.no/serie/astronomi"
"Astrup vender heim","https://tv.nrk.no/program/DSFF00000995"
"Asylet","https://tv.nrk.no/serie/asylet"
"Asylet - murene står for fall","https://tv.nrk.no/program/DVFO50000118"
"Asylet - murene står for fall","https://tv.nrk.no/program/DMMR61001018"
"Asylstrømmen over Storskog","https://tv.nrk.no/program/DKFI23000015"
"At vardar vaka","https://tv.nrk.no/program/FREP02003270"
"Atelieret","https://tv.nrk.no/serie/atelieret"
"Atlantic College - et internasjonalt gymnas","https://tv.nrk.no/program/FBUA07007468"
"Atomrakettene - må vi leve med dem?","https://tv.nrk.no/program/FNYH70004683"
"Atte Katte Noa","https://tv.nrk.no/serie/atte-katte-noa"
"Aud go'hjerta!","https://tv.nrk.no/program/OUHA26000406"
"Auf deutsch","https://tv.nrk.no/serie/auf-deutsch"
"August","https://tv.nrk.no/program/FBUA07002377"
"Aukrust - Gud velsigne vår Herre","https://tv.nrk.no/serie/aukrust-gud-velsigne-vaar-herre"
"Aurora i blokk Z","https://tv.nrk.no/serie/aurora-i-blokk-z"
"Aurora i Nidarosdomen","https://tv.nrk.no/program/DMTL21280117"
"Aurora og Sokrates","https://tv.nrk.no/serie/aurora-og-sokrates"
"Australia (1974)","https://tv.nrk.no/serie/australia-serie"
"Austråt - et historisk herresete","https://tv.nrk.no/program/FOLA69003569"
"Autofil","https://tv.nrk.no/serie/autofil"
"Autunnale - høsttoner","https://tv.nrk.no/program/FMUS00006275"
"Avd. Barn","https://tv.nrk.no/serie/avd-barn"
"Avfallsbrenning i boligstrøk","https://tv.nrk.no/program/FREP00001170"
"Avhøyret","https://tv.nrk.no/program/MDDP12001217"
"Avkledd","https://tv.nrk.no/serie/avkledd"
"Avskjed","https://tv.nrk.no/program/FMUS00004879"
"Avskjed med ""Rundø""","https://tv.nrk.no/program/FREP42000978"
"Avskjed med et skip","https://tv.nrk.no/program/FREP47000386"
"Avspark","https://tv.nrk.no/program/FUHA03004070"
"Ayiko Bia (Osibisa)","https://tv.nrk.no/program/FBUA07008171"
"""Bare tre""","https://tv.nrk.no/program/FUHA69000669"
"""Berre ein hund"" av Per Sivle","https://tv.nrk.no/program/FOLA01000975"
"""By-feskar""","https://tv.nrk.no/program/FOLA01004674"
"B.B. King Blues Band","https://tv.nrk.no/serie/b-b-king-blues-band"
"Babblarna","https://tv.nrk.no/serie/babblarna"
"Bablo","https://tv.nrk.no/serie/bablo"
"Bach og menigheten","https://tv.nrk.no/program/FOLA00009085"
"Bach-konsert","https://tv.nrk.no/program/FHLD00004585"
"Bachs juleoratorium","https://tv.nrk.no/program/FKUR55000199"
"Backyard battle","https://tv.nrk.no/program/MSPO42425111"
"Badehuset","https://tv.nrk.no/serie/badehuset"
"Bahimaer vi møtte","https://tv.nrk.no/program/FOLA05007069"
"Bak berget det blå....","https://tv.nrk.no/program/DSRR42000019"
"Bak disc'en","https://tv.nrk.no/serie/bak-disc-en"
"Bak fasaden","https://tv.nrk.no/program/FNYH70004989"
"Bak kulissene og på scenen","https://tv.nrk.no/program/FTEM00000470"
"Bak lukkede dører","https://tv.nrk.no/serie/bak-lukkede-doerer"
"Bak Mysteriet Myrna Vep","https://tv.nrk.no/program/FDRP70001197"
"Bak sommerfasaden","https://tv.nrk.no/serie/bak-sommerfasaden"
"Bak øyeblikket - en historie om Eurovision Song Contest 2010","https://tv.nrk.no/program/MDFP11002009"
"Bakeren i Bærum","https://tv.nrk.no/program/FOLA02005681"
"Bakgården - også et sted å være?","https://tv.nrk.no/program/FBUA09004075"
"Bakom spinner trådene","https://tv.nrk.no/program/FREP68000568"
"Bakom synger fjellene","https://tv.nrk.no/program/FMUS00004582"
"Bakoversveis, plankegitar og ekkomaskin","https://tv.nrk.no/serie/bakoversveis-plankegitar-og-ekkomaskin"
"Bakterietrusselen","https://tv.nrk.no/program/MDDP12000216"
"Bali - et tapt paradis?","https://tv.nrk.no/program/FNYH70001674"
"Ballade","https://tv.nrk.no/serie/ballade"
"Ballade i G-moll, Opus 24","https://tv.nrk.no/program/FTRO15005191"
"Ballader","https://tv.nrk.no/serie/ballader"
"Ballett Blanding","https://tv.nrk.no/serie/ballett-blanding"
"Ballett og dans","https://tv.nrk.no/serie/ballett-og-dans"
"Ballettens historie og estetikk","https://tv.nrk.no/serie/ballettens-historie-og-estetikk"
"Ballettscene","https://tv.nrk.no/program/FMUS10004078"
"Baltsfjord - en utpost på Senja","https://tv.nrk.no/program/FOLA02005270"
"Baluba","https://tv.nrk.no/serie/baluba"
"Bambus og apeskrekk","https://tv.nrk.no/program/FOLA02004670"
"Bambusskudd og fiskeboller","https://tv.nrk.no/program/FREP40006886"
"Bamselegen musikkvideo","https://tv.nrk.no/serie/bamselegen-musikkvideo"
"Bandak-kanalen","https://tv.nrk.no/program/FREP02001071"
"Bandy","https://tv.nrk.no/serie/bandy"
"Banens beste","https://tv.nrk.no/program/FSTL02000389"
"Banken","https://tv.nrk.no/program/FOPP00001391"
"Bankene utenfor...","https://tv.nrk.no/program/FOLA00009869"
"Bare Egil Tour","https://tv.nrk.no/serie/bare-egil-tour"
"Bare en hund","https://tv.nrk.no/program/FREP00008869"
"Bare et tre","https://tv.nrk.no/program/FOLA02003573"
"Bare for de innvidde?","https://tv.nrk.no/program/FOLA04002472"
"Bare for gøy - i Roma","https://tv.nrk.no/program/FKUN02008091"
"Bare læreren har bok","https://tv.nrk.no/program/FBUA04001782"
"Bare om hester","https://tv.nrk.no/program/FOLA02004672"
"Bare skrap?","https://tv.nrk.no/program/FOLA00002072"
"Bare skrot?","https://tv.nrk.no/program/FFMR00000891"
"Bare stillheten er vakrere","https://tv.nrk.no/program/FMUS00005985"
"Bare søppel?","https://tv.nrk.no/program/FOLA65004565"
"Bare Sørlandssommer - nesten!","https://tv.nrk.no/program/FUHA01004177"
"Bare til pynt?","https://tv.nrk.no/program/FKUR30000591"
"Bare vi vet","https://tv.nrk.no/program/FAKM35001096"
"Barentsbarn","https://tv.nrk.no/serie/barentsbarn"
"Barmeny","https://tv.nrk.no/serie/barmeny"
"Barn","https://tv.nrk.no/serie/barn"
"Barn - i veien?","https://tv.nrk.no/serie/barn-i-veiene"
"Barn - ingen hindring","https://tv.nrk.no/serie/barn-ingen-hindring"
"Barn av østavinden","https://tv.nrk.no/program/FOLA02009670"
"Barn eller bil?","https://tv.nrk.no/program/FOLA03008870"
"Barn er et folk, og lek er også kultur","https://tv.nrk.no/program/FOLA01007272"
"Barn fra Bangladesh danser","https://tv.nrk.no/program/FBUA09000681"
"Barn hjelper barn","https://tv.nrk.no/serie/barn-hjelper-barn"
"Barn hjelper barn, men hva med de voksne?","https://tv.nrk.no/program/FALM12000191"
"Barn i andre land","https://tv.nrk.no/serie/barn-i-andre-land"
"Barn i arbeid","https://tv.nrk.no/serie/barn-i-arbeid"
"Barn i bedre klassemiljø","https://tv.nrk.no/serie/barn-i-bedre-klassemiljoe"
"Barn i Europa","https://tv.nrk.no/serie/barn-i-europa"
"Barn i krig","https://tv.nrk.no/serie/barn-i-krig"
"Barn i Latin-Amerika","https://tv.nrk.no/serie/barn-i-latin-amerika"
"Barn ingen adgang","https://tv.nrk.no/serie/barn-ingen-adgang"
"Barn lærer best når de får bruke det de kan","https://tv.nrk.no/program/FSAM10001490"
"Barn med kreft blir ofte friske","https://tv.nrk.no/program/FOLA00001386"
"Barn og eventyr","https://tv.nrk.no/program/FBUA02008280"
"Barn og helse på Nordkalotten","https://tv.nrk.no/program/FOLA68011468"
"Barn og kunst","https://tv.nrk.no/program/FOLA05002373"
"Barn og kunst","https://tv.nrk.no/serie/barn-og-kunst"
"Barn på Pitcairn","https://tv.nrk.no/serie/barn-paa-pitcairn"
"Barn på podiet - i Istanbul","https://tv.nrk.no/program/FBUA09001790"
"Barn ved en grense","https://tv.nrk.no/serie/barn-ved-en-grense"
"Barna - dagspressens dårligste samvittighet?","https://tv.nrk.no/program/FOLA02001686"
"Barna i fare","https://tv.nrk.no/program/FOLA63013463"
"Barna i Veslevika","https://tv.nrk.no/program/FBUA02008580"
"Barna og den triste snømannen","https://tv.nrk.no/serie/barna-og-den-triste-snoemannen"
"Barna på Stangnes","https://tv.nrk.no/serie/barna-paa-stangnes"
"Barna som ikke vet hva de venter på","https://tv.nrk.no/program/FBUA03001078"
"Barnas 17. mai-fest","https://tv.nrk.no/serie/barnas-17-mai-fest"
"Barnas egen dag","https://tv.nrk.no/program/FBUA09000684"
"Barnas fredspris","https://tv.nrk.no/program/FBUA09001987"
"Barnas kunst","https://tv.nrk.no/program/FBUA00001583"
"Barnas musikkverksted","https://tv.nrk.no/serie/barnas-musikkverksted"
"Barnas nyttårstale","https://tv.nrk.no/program/KMTE32004222"
"Barnas superjul","https://tv.nrk.no/serie/barnas-superjul"
"Barnas supershow","https://tv.nrk.no/serie/barnas-supershow"
"Barnas teaterverksted","https://tv.nrk.no/serie/barnas-teaterverksted"
"Barnas videokiosk","https://tv.nrk.no/serie/barnas-videokiosk"
"Barndomsminne fra Nordland","https://tv.nrk.no/program/MKMU98000021"
"Barnehage ved et reingjerde","https://tv.nrk.no/program/FSRA00000686"
"Barnehager for alle?","https://tv.nrk.no/program/FOLA09001277"
"Barnekirurgi","https://tv.nrk.no/program/FOLA02000779"
